StockCode,Value_segment
62096A,Bottom 80%
62096B,Bottom 80%
62097B,Bottom 80%
70006,Bottom 80%
70007,Bottom 80%
71038,Bottom 80%
71050,Bottom 80%
71053,80–95%
71101E,Bottom 80%
71143,Bottom 80%
71215,Bottom 80%
71270,Bottom 80%
71279,Bottom 80%
71403,Bottom 80%
71406C,Bottom 80%
71459,80–95%
71477,95–99%
71495A,Bottom 80%
71495B,Bottom 80%
71496A,Bottom 80%
71496B,Bottom 80%
71510,Bottom 80%
72024U,Bottom 80%
72051S,Bottom 80%
72122,Bottom 80%
72127,Bottom 80%
72128,Bottom 80%
72130,Bottom 80%
72131,Bottom 80%
72132,Bottom 80%
72133,Bottom 80%
72134,Bottom 80%
72140E,Bottom 80%
72225C,Bottom 80%
72232,Bottom 80%
72349B,Bottom 80%
72351A,Bottom 80%
72351B,80–95%
72369A,Bottom 80%
72586,Bottom 80%
72598,Bottom 80%
72709,Bottom 80%
72741,80–95%
72760B,80–95%
72780,Bottom 80%
72783,Bottom 80%
72798C,Bottom 80%
72799C,Bottom 80%
72799E,Bottom 80%
72799F,Bottom 80%
72800B,Bottom 80%
72800C,Bottom 80%
72800D,Bottom 80%
72800E,Bottom 80%
72801C,Bottom 80%
72801D,Bottom 80%
72801G,Bottom 80%
72802A,Bottom 80%
72802B,Bottom 80%
72802C,Bottom 80%
72803A,Bottom 80%
72803B,Bottom 80%
72807A,Bottom 80%
72807B,Bottom 80%
72807C,Bottom 80%
72811,Bottom 80%
72812,Bottom 80%
72815,Bottom 80%
72816,Bottom 80%
72817,Bottom 80%
72818,Bottom 80%
72819,Bottom 80%
72821,Bottom 80%
75011,Bottom 80%
75013B,Bottom 80%
75049L,80–95%
75131,Bottom 80%
75172,Bottom 80%
75178,Bottom 80%
77079,Bottom 80%
77101A,Bottom 80%
78033,Bottom 80%
78034B,Bottom 80%
78124,Bottom 80%
79000,80–95%
79026B,Bottom 80%
79030D,Bottom 80%
79030G,Bottom 80%
79051A,Bottom 80%
79062D,Bottom 80%
79063C,Bottom 80%
79063D,Bottom 80%
79066K,Bottom 80%
79067,Bottom 80%
79071B,Bottom 80%
79144B,Bottom 80%
79144C,Bottom 80%
79149B,Bottom 80%
79151B,Bottom 80%
79157B,Bottom 80%
79157V,Bottom 80%
79160,Bottom 80%
79161A,Bottom 80%
79163,Bottom 80%
79164,Bottom 80%
79190A,Bottom 80%
79190B,Bottom 80%
79190D,Bottom 80%
79191B,Bottom 80%
79191C,Bottom 80%
79191D,Bottom 80%
79192A,Bottom 80%
79302M,Bottom 80%
79320,Bottom 80%
79321,Top 1%
79323B,Bottom 80%
79323P,Bottom 80%
79323W,Bottom 80%
79329,Bottom 80%
79331,Bottom 80%
79336,Bottom 80%
79337,Bottom 80%
79403,Bottom 80%
79406,Bottom 80%
81950B,Bottom 80%
81950V,Bottom 80%
81952B,Bottom 80%
81952V,Bottom 80%
81953B,Bottom 80%
81953P,Bottom 80%
82001S,80–95%
82011A,Bottom 80%
82011B,Bottom 80%
82011C,Bottom 80%
82095,Bottom 80%
82482,95–99%
82483,95–99%
82484,Top 1%
82486,95–99%
82494L,95–99%
82551,80–95%
82552,80–95%
82567,Bottom 80%
82578,Bottom 80%
82580,80–95%
82581,Bottom 80%
82582,80–95%
82583,95–99%
82599,Bottom 80%
82600,95–99%
82605,Bottom 80%
82613A,Bottom 80%
82613B,Bottom 80%
82613C,Bottom 80%
82613D,Bottom 80%
82615,Bottom 80%
82616B,Bottom 80%
82616C,Bottom 80%
84006,Bottom 80%
84012,Bottom 80%
84016,Bottom 80%
84029E,95–99%
84029G,95–99%
84030E,80–95%
84031A,Bottom 80%
84031B,Bottom 80%
84032A,80–95%
84032B,Bottom 80%
84033,Bottom 80%
84050,80–95%
84051,Bottom 80%
84077,95–99%
84078A,95–99%
84086B,Bottom 80%
84086C,Bottom 80%
84192,Bottom 80%
84199,Bottom 80%
84201B,Bottom 80%
84201C,Bottom 80%
84206A,Bottom 80%
84206B,Bottom 80%
84206C,Bottom 80%
84212,80–95%
84218,Bottom 80%
84226,Bottom 80%
84227,Bottom 80%
84228,Bottom 80%
84231,Bottom 80%
84247E,Bottom 80%
84247G,Bottom 80%
84247K,Bottom 80%
84247L,Bottom 80%
84247N,Bottom 80%
84249A,Bottom 80%
84251B,Bottom 80%
84251C,Bottom 80%
84251G,Bottom 80%
84270,Bottom 80%
84279B,Bottom 80%
84279P,Bottom 80%
84306,Bottom 80%
84313B,Bottom 80%
84313C,Bottom 80%
84341B,Bottom 80%
84347,95–99%
84352,Bottom 80%
84356,Bottom 80%
84358,Bottom 80%
84360,Bottom 80%
84375,80–95%
84378,80–95%
84380,80–95%
84387A,Bottom 80%
84388,Bottom 80%
84402B,Bottom 80%
84406B,80–95%
84415A,Bottom 80%
84415B,Bottom 80%
84422,Bottom 80%
84429A,Bottom 80%
84452,Bottom 80%
84457,Bottom 80%
84459A,Bottom 80%
84459B,Bottom 80%
84461,Bottom 80%
84462,Bottom 80%
84465,Bottom 80%
84466,Bottom 80%
84497,Bottom 80%
84499,Bottom 80%
84507B,Bottom 80%
84507C,Bottom 80%
84508A,80–95%
84508B,Bottom 80%
84508C,Bottom 80%
84509A,80–95%
84509B,Bottom 80%
84509C,Bottom 80%
84509E,Bottom 80%
84509G,Bottom 80%
84510A,Bottom 80%
84510C,Bottom 80%
84510E,Bottom 80%
84519A,Bottom 80%
84519B,Bottom 80%
84520B,Bottom 80%
84522,Bottom 80%
84527,Bottom 80%
84531A,Bottom 80%
84531B,Bottom 80%
84534B,Bottom 80%
84535A,Bottom 80%
84535B,Bottom 80%
84536A,Bottom 80%
84536B,Bottom 80%
84539,Bottom 80%
84548,Bottom 80%
84549,Bottom 80%
84550,Bottom 80%
84551,Bottom 80%
84558A,Bottom 80%
84559A,Bottom 80%
84559B,Bottom 80%
84562A,Bottom 80%
84563A,Bottom 80%
84563B,Bottom 80%
84568,Bottom 80%
84569A,Bottom 80%
84569B,Bottom 80%
84569C,Bottom 80%
84569D,Bottom 80%
84575A,Bottom 80%
84576,Bottom 80%
84580,Bottom 80%
84581,Bottom 80%
84584,Bottom 80%
84592,Bottom 80%
84593,Bottom 80%
84595E,Bottom 80%
84596B,Bottom 80%
84596E,Bottom 80%
84596F,Bottom 80%
84596G,Bottom 80%
84596J,Bottom 80%
84596L,Bottom 80%
84597B,Bottom 80%
84597C,Bottom 80%
84598,Bottom 80%
84600,Bottom 80%
84609,Bottom 80%
84613A,Bottom 80%
84613C,Bottom 80%
84614A,Bottom 80%
84616,Bottom 80%
84617,Bottom 80%
84620,Bottom 80%
84625A,Bottom 80%
84625C,Bottom 80%
84629,Bottom 80%
84631,Bottom 80%
84632,Bottom 80%
84637,Bottom 80%
84638,Bottom 80%
84658,Bottom 80%
84659A,Bottom 80%
84660A,Bottom 80%
84660B,Bottom 80%
84660C,Bottom 80%
84661A,Bottom 80%
84661B,Bottom 80%
84661C,Bottom 80%
84663A,Bottom 80%
84665,Bottom 80%
84666,Bottom 80%
84673A,Bottom 80%
84673B,Bottom 80%
84674,Bottom 80%
84675,Bottom 80%
84678,Bottom 80%
84679,Bottom 80%
84683,Bottom 80%
84685,Bottom 80%
84686,Bottom 80%
84687,Bottom 80%
84688,Bottom 80%
84689,Bottom 80%
84691,Bottom 80%
84692,80–95%
84705C,Bottom 80%
84706D,Bottom 80%
84706F,Bottom 80%
84707A,Bottom 80%
84707B,Bottom 80%
84708B,Bottom 80%
84709B,Bottom 80%
84711A,Bottom 80%
84711B,Bottom 80%
84712B,Bottom 80%
84715,Bottom 80%
84723,Bottom 80%
84725,Bottom 80%
84731,Bottom 80%
84732B,Bottom 80%
84732D,Bottom 80%
84741C,Bottom 80%
84743C,Bottom 80%
84744,Bottom 80%
84745A,Bottom 80%
84745B,Bottom 80%
84746,Bottom 80%
84748,Bottom 80%
84750A,Bottom 80%
84750B,Bottom 80%
84751B,Bottom 80%
84754,Bottom 80%
84755,80–95%
84760S,Bottom 80%
84763,Bottom 80%
84766,Bottom 80%
84773,Bottom 80%
84789,Bottom 80%
84792,80–95%
84795B,Bottom 80%
84795C,Bottom 80%
84796A,Bottom 80%
84796B,Bottom 80%
84798A,Bottom 80%
84798B,Bottom 80%
84799,Bottom 80%
84800L,Bottom 80%
84800M,Bottom 80%
84800S,Bottom 80%
84801A,Bottom 80%
84801B,Bottom 80%
84802A,Bottom 80%
84802B,Bottom 80%
84803A,Bottom 80%
84803B,Bottom 80%
84804A,Bottom 80%
84804B,Bottom 80%
84805A,Bottom 80%
84805B,Bottom 80%
84806A,Bottom 80%
84806B,Bottom 80%
84809A,Bottom 80%
84809B,Bottom 80%
84813,Bottom 80%
84816,Bottom 80%
84817,Bottom 80%
84818,Bottom 80%
84819,Bottom 80%
84820,Bottom 80%
84821,Bottom 80%
84823,Bottom 80%
84824,Bottom 80%
84826,Bottom 80%
84827,Bottom 80%
84828,Bottom 80%
84832,Bottom 80%
84836,80–95%
84839,Bottom 80%
84840,Bottom 80%
84842,Bottom 80%
84843,Bottom 80%
84846A,Bottom 80%
84847,Bottom 80%
84849A,Bottom 80%
84849B,Bottom 80%
84849D,Bottom 80%
84854,Bottom 80%
84856L,Bottom 80%
84856S,Bottom 80%
84857B,Bottom 80%
84857C,Bottom 80%
84858C,Bottom 80%
84859A,Bottom 80%
84859B,Bottom 80%
84859C,Bottom 80%
84865,Bottom 80%
84870B,Bottom 80%
84870C,Bottom 80%
84872A,Bottom 80%
84873A,Bottom 80%
84874B,Bottom 80%
84875B,Bottom 80%
84875D,Bottom 80%
84876B,Bottom 80%
84876D,Bottom 80%
84877A,Bottom 80%
84877B,Bottom 80%
84877D,Bottom 80%
84879,Top 1%
84880,Bottom 80%
84881,Bottom 80%
84882,Bottom 80%
84884A,Bottom 80%
84898F,Bottom 80%
84905,Bottom 80%
84906,Bottom 80%
84907,Bottom 80%
84910A,Bottom 80%
84912A,Bottom 80%
84912B,Bottom 80%
84913A,Bottom 80%
84913B,Bottom 80%
84915,Bottom 80%
84916,Bottom 80%
84917,Bottom 80%
84919,Bottom 80%
84920,Bottom 80%
84921,Bottom 80%
84922,Bottom 80%
84923,Bottom 80%
84924A,Bottom 80%
84924F,Bottom 80%
84925D,Bottom 80%
84925F,Bottom 80%
84926A,Bottom 80%
84926D,Bottom 80%
84926E,Bottom 80%
84926F,Bottom 80%
84927A,Bottom 80%
84927D,Bottom 80%
84927E,Bottom 80%
84927F,Bottom 80%
84929,Bottom 80%
84931A,Bottom 80%
84931B,Bottom 80%
84944,Bottom 80%
84945,80–95%
84946,95–99%
84947,80–95%
84949,80–95%
84950,Bottom 80%
84951A,Bottom 80%
84951B,Bottom 80%
84952A,Bottom 80%
84952B,Bottom 80%
84952C,Bottom 80%
84963A,Bottom 80%
84963B,Bottom 80%
84968A,80–95%
84968B,Bottom 80%
84968C,80–95%
84968D,Bottom 80%
84968E,Bottom 80%
84968F,Bottom 80%
84969,Bottom 80%
84970L,80–95%
84970S,80–95%
84971L,Bottom 80%
84971S,Bottom 80%
84974,Bottom 80%
84975,Bottom 80%
84976,Bottom 80%
84977,Bottom 80%
84978,95–99%
84984A,Bottom 80%
84984B,Bottom 80%
84984D,Bottom 80%
84985A,Bottom 80%
84987,80–95%
84988,80–95%
84989A,Bottom 80%
84990,Bottom 80%
84991,80–95%
84992,80–95%
84993A,Bottom 80%
84993B,Bottom 80%
84997A,80–95%
84997B,95–99%
84997C,95–99%
84997D,95–99%
85006,Bottom 80%
85008,Bottom 80%
85014A,80–95%
85014B,95–99%
85015,Bottom 80%
85016,Bottom 80%
85017A,Bottom 80%
85017B,Bottom 80%
85017C,Bottom 80%
85018D,Bottom 80%
85019A,Bottom 80%
85019B,Bottom 80%
85019C,Bottom 80%
85020,Bottom 80%
85023B,Bottom 80%
85023C,Bottom 80%
85024B,Bottom 80%
85024C,Bottom 80%
85025B,Bottom 80%
85025C,Bottom 80%
85026B,Bottom 80%
85027L,Bottom 80%
85028L,Bottom 80%
85028S,Bottom 80%
85030,Bottom 80%
85031A,Bottom 80%
85031B,Bottom 80%
85031C,Bottom 80%
85032A,Bottom 80%
85032B,Bottom 80%
85032C,Bottom 80%
85032D,Bottom 80%
85034A,Bottom 80%
85034B,Bottom 80%
85034C,Bottom 80%
85035A,Bottom 80%
85035B,Bottom 80%
85035C,Bottom 80%
85036A,Bottom 80%
85036B,Bottom 80%
85036C,Bottom 80%
85038,Bottom 80%
85039A,Bottom 80%
85039B,Bottom 80%
85039C,Bottom 80%
85040A,Bottom 80%
85040B,Bottom 80%
85042,Bottom 80%
85045,Bottom 80%
85047,Bottom 80%
85048,80–95%
85049A,80–95%
85049B,Bottom 80%
85049C,Bottom 80%
85049D,Bottom 80%
85049E,80–95%
85049F,Bottom 80%
85049G,Bottom 80%
85049H,Bottom 80%
85053,80–95%
85054,Bottom 80%
85055,Bottom 80%
85059,Bottom 80%
85061W,Bottom 80%
85062,Bottom 80%
85063,Bottom 80%
85064,Bottom 80%
85065,Bottom 80%
85066,95–99%
85067,Bottom 80%
85068,Bottom 80%
85071A,Bottom 80%
85071B,Bottom 80%
85071C,Bottom 80%
85071D,Bottom 80%
85078,Bottom 80%
85084,Bottom 80%
85086A,Bottom 80%
85087,Bottom 80%
85088,Bottom 80%
85089,Bottom 80%
85092,Bottom 80%
85093,Bottom 80%
85094,Bottom 80%
85095,Bottom 80%
85096,Bottom 80%
85098B,Bottom 80%
85099B,Top 1%
85099C,Top 1%
85099F,Top 1%
85103,Bottom 80%
85104,Bottom 80%
85106,Bottom 80%
85107,Bottom 80%
85109,Bottom 80%
85111,Bottom 80%
85114A,Bottom 80%
85114B,Bottom 80%
85114C,Bottom 80%
85115B,Bottom 80%
85116,Bottom 80%
85118,Bottom 80%
85119,Bottom 80%
85123A,Top 1%
85124B,Bottom 80%
85124C,Bottom 80%
85125,Bottom 80%
85126,Bottom 80%
85127,Bottom 80%
85129B,Bottom 80%
85129C,Bottom 80%
85129D,Bottom 80%
85130A,Bottom 80%
85130B,Bottom 80%
85130C,Bottom 80%
85130D,Bottom 80%
85131A,Bottom 80%
85131B,Bottom 80%
85131C,Bottom 80%
85131D,Bottom 80%
85132A,Bottom 80%
85132B,Bottom 80%
85132C,80–95%
85135A,Bottom 80%
85135B,Bottom 80%
85135C,Bottom 80%
85136A,Bottom 80%
85136B,Bottom 80%
85136C,Bottom 80%
85141,Bottom 80%
85144,Bottom 80%
85145,Bottom 80%
85146,Bottom 80%
85150,80–95%
85152,95–99%
85159A,Bottom 80%
85159B,Bottom 80%
85160A,Bottom 80%
85160B,Bottom 80%
85161,Bottom 80%
85163A,Bottom 80%
85163B,Bottom 80%
85167B,Bottom 80%
85168B,Bottom 80%
85169A,Bottom 80%
85169B,Bottom 80%
85169C,Bottom 80%
85169D,Bottom 80%
85170A,Bottom 80%
85170B,Bottom 80%
85170C,Bottom 80%
85170D,Bottom 80%
85172,Bottom 80%
85173,Bottom 80%
85174,Bottom 80%
85175,Bottom 80%
85176,Bottom 80%
85177,Bottom 80%
85178,Bottom 80%
85179A,Bottom 80%
85179C,Bottom 80%
85180A,Bottom 80%
85180B,Bottom 80%
85183A,Bottom 80%
85183B,Bottom 80%
85184C,Bottom 80%
85185B,Bottom 80%
85185D,Bottom 80%
85186A,Bottom 80%
85186C,Bottom 80%
85187,Bottom 80%
85188A,Bottom 80%
85188B,Bottom 80%
85189,Bottom 80%
85194L,Bottom 80%
85194S,Bottom 80%
85195,Bottom 80%
85197,Bottom 80%
85198,Bottom 80%
85199L,Bottom 80%
85199S,Bottom 80%
85200,Bottom 80%
85202,Bottom 80%
85203,Bottom 80%
85204,Bottom 80%
85205B,Bottom 80%
85206A,Bottom 80%
85206B,Bottom 80%
85208,Bottom 80%
85211,Bottom 80%
85212,Bottom 80%
85213,Bottom 80%
85214,Bottom 80%
85215,Bottom 80%
85216,Bottom 80%
85224,Bottom 80%
85225,Bottom 80%
85227,Bottom 80%
85230A,Bottom 80%
85230B,Bottom 80%
85230E,Bottom 80%
85230F,Bottom 80%
85230G,Bottom 80%
85231B,Bottom 80%
85231G,Bottom 80%
85232A,Bottom 80%
85232B,Bottom 80%
85232D,Bottom 80%
90000A,Bottom 80%
90000B,Bottom 80%
90000D,Bottom 80%
90001A,Bottom 80%
90001B,Bottom 80%
90001C,Bottom 80%
90001D,Bottom 80%
90002D,Bottom 80%
90003B,Bottom 80%
90003C,Bottom 80%
90003D,Bottom 80%
90003E,Bottom 80%
90005A,Bottom 80%
90010A,Bottom 80%
90010B,Bottom 80%
90010E,Bottom 80%
90011A,Bottom 80%
90011B,Bottom 80%
90011C,Bottom 80%
90011D,Bottom 80%
90011E,Bottom 80%
90012A,Bottom 80%
90012B,Bottom 80%
90013A,Bottom 80%
90013B,Bottom 80%
90013C,Bottom 80%
90013D,Bottom 80%
90014A,Bottom 80%
90014B,Bottom 80%
90014C,Bottom 80%
90016A,Bottom 80%
90016B,Bottom 80%
90016C,Bottom 80%
90018A,Bottom 80%
90018B,Bottom 80%
90018C,Bottom 80%
90019A,Bottom 80%
90019B,Bottom 80%
90019C,Bottom 80%
90020,Bottom 80%
90021,Bottom 80%
90022,Bottom 80%
90023,Bottom 80%
90024B,Bottom 80%
90024C,Bottom 80%
90024D,Bottom 80%
90024E,Bottom 80%
90024F,Bottom 80%
90025A,Bottom 80%
90025B,Bottom 80%
90025D,Bottom 80%
90025E,Bottom 80%
90025F,Bottom 80%
90026A,Bottom 80%
90026B,Bottom 80%
90026C,Bottom 80%
90026D,Bottom 80%
90027A,Bottom 80%
90027B,Bottom 80%
90027C,Bottom 80%
90027D,Bottom 80%
90028,Bottom 80%
90029,Bottom 80%
90030A,Bottom 80%
90030B,Bottom 80%
90030C,Bottom 80%
90031,Bottom 80%
90032,Bottom 80%
90033,Bottom 80%
90034,Bottom 80%
90035A,Bottom 80%
90035C,Bottom 80%
90036A,Bottom 80%
90036B,Bottom 80%
90036C,Bottom 80%
90036D,Bottom 80%
90036E,Bottom 80%
90036F,Bottom 80%
90037A,Bottom 80%
90037B,Bottom 80%
90037C,Bottom 80%
90038A,Bottom 80%
90038B,Bottom 80%
90038C,Bottom 80%
90039A,Bottom 80%
90039B,Bottom 80%
90039C,Bottom 80%
90039D,Bottom 80%
90040A,Bottom 80%
90040B,Bottom 80%
90040C,Bottom 80%
90041,Bottom 80%
90042A,Bottom 80%
90042C,Bottom 80%
90043,Bottom 80%
90046,Bottom 80%
90048,Bottom 80%
90049,Bottom 80%
90050,Bottom 80%
90051,Bottom 80%
90052,Bottom 80%
90053,Bottom 80%
90054,Bottom 80%
90055,Bottom 80%
90056,Bottom 80%
90057,Bottom 80%
90058A,Bottom 80%
90058B,Bottom 80%
90059A,Bottom 80%
90059B,Bottom 80%
90059C,Bottom 80%
90059D,Bottom 80%
90059E,Bottom 80%
90059F,Bottom 80%
90060B,Bottom 80%
90060D,Bottom 80%
90060F,Bottom 80%
90062,Bottom 80%
90063A,Bottom 80%
90063B,Bottom 80%
90064A,Bottom 80%
90064B,Bottom 80%
90065A,Bottom 80%
90065B,Bottom 80%
90067A,Bottom 80%
90067B,Bottom 80%
90068,Bottom 80%
90069,Bottom 80%
90070,Bottom 80%
90071,Bottom 80%
90072,Bottom 80%
90073,Bottom 80%
90074,Bottom 80%
90075,Bottom 80%
90076,Bottom 80%
90077,Bottom 80%
90078,Bottom 80%
90079,Bottom 80%
90081A,Bottom 80%
90081B,Bottom 80%
90081C,Bottom 80%
90082A,Bottom 80%
90082B,Bottom 80%
90082D,Bottom 80%
90083,Bottom 80%
90084,Bottom 80%
90085,Bottom 80%
90086,Bottom 80%
90087,Bottom 80%
90089,Bottom 80%
90092,Bottom 80%
90093,Bottom 80%
90094,Bottom 80%
90096,Bottom 80%
90098,Bottom 80%
90099,Bottom 80%
90100,Bottom 80%
90101,Bottom 80%
90102,Bottom 80%
90103,Bottom 80%
90104,Bottom 80%
90108,Bottom 80%
90112,Bottom 80%
90114,Bottom 80%
90115,Bottom 80%
90116,Bottom 80%
90118,Bottom 80%
90119,Bottom 80%
90120A,Bottom 80%
90120B,Bottom 80%
90120C,Bottom 80%
90120D,Bottom 80%
90122A,Bottom 80%
90122B,Bottom 80%
90122C,Bottom 80%
90123A,Bottom 80%
90123B,Bottom 80%
90123C,Bottom 80%
90123D,Bottom 80%
90124A,Bottom 80%
90124B,Bottom 80%
90124C,Bottom 80%
90125A,Bottom 80%
90125B,Bottom 80%
90125C,Bottom 80%
90125D,Bottom 80%
90125E,Bottom 80%
90126A,Bottom 80%
90126C,Bottom 80%
90127A,Bottom 80%
90128A,Bottom 80%
90128B,Bottom 80%
90128C,Bottom 80%
90128D,Bottom 80%
90129A,Bottom 80%
90129B,Bottom 80%
90129C,Bottom 80%
90129D,Bottom 80%
90129E,Bottom 80%
90129F,Bottom 80%
90130A,Bottom 80%
90130B,Bottom 80%
90130C,Bottom 80%
90130D,Bottom 80%
90131,Bottom 80%
90132,Bottom 80%
90133,Bottom 80%
90134,Bottom 80%
90135,Bottom 80%
90135A,Bottom 80%
90136,Bottom 80%
90137,Bottom 80%
90138,Bottom 80%
90140,Bottom 80%
90141A,Bottom 80%
90141B,Bottom 80%
90141C,Bottom 80%
90141D,Bottom 80%
90141E,Bottom 80%
90142A,Bottom 80%
90142D,Bottom 80%
90143,Bottom 80%
90144,Bottom 80%
90145,Bottom 80%
90146,Bottom 80%
90147,Bottom 80%
90148,Bottom 80%
90149,Bottom 80%
90151,Bottom 80%
90152A,Bottom 80%
90152B,Bottom 80%
90152C,Bottom 80%
90154,Bottom 80%
90155,Bottom 80%
90156,Bottom 80%
90157,Bottom 80%
90158,Bottom 80%
90159,Bottom 80%
90160A,Bottom 80%
90160B,Bottom 80%
90160C,Bottom 80%
90160D,Bottom 80%
90161A,Bottom 80%
90161B,Bottom 80%
90161C,Bottom 80%
90161D,Bottom 80%
90162A,Bottom 80%
90162B,Bottom 80%
90162C,Bottom 80%
90162D,Bottom 80%
90163A,Bottom 80%
90163B,Bottom 80%
90164A,Bottom 80%
90164B,Bottom 80%
90165A,Bottom 80%
90165B,Bottom 80%
90166,Bottom 80%
90167,Bottom 80%
90168,Bottom 80%
90169,Bottom 80%
90170,Bottom 80%
90173,Bottom 80%
90174,Bottom 80%
90175A,Bottom 80%
90175B,Bottom 80%
90175C,Bottom 80%
90175D,Bottom 80%
90176A,Bottom 80%
90176B,Bottom 80%
90176C,Bottom 80%
90176D,Bottom 80%
90176E,Bottom 80%
90177A,Bottom 80%
90177B,Bottom 80%
90177C,Bottom 80%
90177D,Bottom 80%
90177E,Bottom 80%
90178A,Bottom 80%
90178B,Bottom 80%
90179A,Bottom 80%
90179B,Bottom 80%
90179C,Bottom 80%
90180A,Bottom 80%
90180B,Bottom 80%
90181A,Bottom 80%
90181B,Bottom 80%
90181C,Bottom 80%
90182A,Bottom 80%
90182B,Bottom 80%
90182C,Bottom 80%
90183A,Bottom 80%
90183B,Bottom 80%
90183C,Bottom 80%
90184A,Bottom 80%
90184B,Bottom 80%
90184C,Bottom 80%
90185A,Bottom 80%
90185B,Bottom 80%
90185C,Bottom 80%
90185D,Bottom 80%
90186A,Bottom 80%
90186B,Bottom 80%
90187A,Bottom 80%
90187B,Bottom 80%
90188,Bottom 80%
90189A,Bottom 80%
90190A,Bottom 80%
90190B,Bottom 80%
90190C,Bottom 80%
90191,Bottom 80%
90192,Bottom 80%
90194,Bottom 80%
90195A,Bottom 80%
90195B,Bottom 80%
90196A,Bottom 80%
90196B,Bottom 80%
90197B,Bottom 80%
90198A,Bottom 80%
90198B,Bottom 80%
90199A,Bottom 80%
90199B,Bottom 80%
90199C,Bottom 80%
90199D,Bottom 80%
90200A,Bottom 80%
90200B,Bottom 80%
90200C,Bottom 80%
90200D,Bottom 80%
90200E,Bottom 80%
90201A,Bottom 80%
90201B,Bottom 80%
90201C,Bottom 80%
90201D,Bottom 80%
90202A,Bottom 80%
90202B,Bottom 80%
90202C,Bottom 80%
90202D,Bottom 80%
90204,Bottom 80%
90205A,Bottom 80%
90205C,Bottom 80%
90206A,Bottom 80%
90206C,Bottom 80%
90208,Bottom 80%
90209A,Bottom 80%
90209B,Bottom 80%
90209C,Bottom 80%
90210A,Bottom 80%
90210B,Bottom 80%
90210C,Bottom 80%
90210D,Bottom 80%
90211A,Bottom 80%
90211B,Bottom 80%
90212B,Bottom 80%
90212C,Bottom 80%
90214A,Bottom 80%
90214B,Bottom 80%
90214C,Bottom 80%
90214D,Bottom 80%
90214E,Bottom 80%
90214F,Bottom 80%
90214G,Bottom 80%
90214H,Bottom 80%
90214I,Bottom 80%
90214J,Bottom 80%
90214K,Bottom 80%
90214L,Bottom 80%
90214M,Bottom 80%
90214N,Bottom 80%
90214O,Bottom 80%
90214P,Bottom 80%
90214R,Bottom 80%
90214S,Bottom 80%
90214T,Bottom 80%
90214U,Bottom 80%
90214V,Bottom 80%
90214W,Bottom 80%
90214Y,Bottom 80%
90214Z,Bottom 80%
DCGS0003,Bottom 80%
DCGS0004,Bottom 80%
DCGS0069,Bottom 80%
DCGS0070,Bottom 80%
DCGS0076,Bottom 80%
DCGSSBOY,Bottom 80%
DCGSSGIRL,Bottom 80%
